Time Stamp,10 Torr (AI0),1000 Torr (AI1),0-25% o2 (AI2),1000ppm O2 (AI3),Vac Sol Timer,Gas Sol Timer,O2 Sens Timer,Vac Sol State,Gas Sol State,O2 Sens Pwr
14-44-07,10.151,387.18,-6.13,-246,0.0,3.8,0.0,0,1,0
14-44-13,10.152,487.90,-6.13,-246,0.0,9.6,0.0,0,1,0
14-44-19,10.151,575.67,-6.14,-246,0.0,15.5,0.0,0,1,0
14-44-25,10.151,654.71,-6.14,-246,0.0,21.3,0.0,0,1,0
14-44-31,10.151,726.96,-6.14,-246,0.0,27.1,0.0,0,1,0
14-44-36,10.151,793.89,-6.14,-246,0.0,32.9,0.0,0,1,0
14-44-42,10.151,351.66,-6.14,-246,4.9,0.0,0.0,1,0,0
14-44-48,10.152,408.06,-6.13,-246,0.0,4.6,0.0,0,1,0
14-44-54,10.151,507.47,-6.14,-246,0.0,10.5,0.0,0,1,0
14-45-00,10.150,593.27,-6.14,-246,0.0,16.3,0.0,0,1,0
14-45-06,10.152,669.97,-6.13,-246,0.0,22.1,0.0,0,1,0
14-45-11,10.151,739.57,-6.14,-246,0.0,27.9,0.0,0,1,0
14-45-17,10.151,804.28,-6.13,-246,0.1,0.0,0.0,1,0,0
14-45-23,10.151,310.37,-6.14,-246,5.9,0.0,0.0,1,0,0
14-45-29,10.152,434.33,-6.13,-246,0.0,5.7,0.0,0,1,0
14-45-35,10.151,528.67,-6.14,-246,0.0,11.5,0.0,0,1,0
14-45-40,10.151,609.62,-6.13,-246,0.0,17.3,0.0,0,1,0
14-45-46,10.151,683.79,-6.14,-246,0.0,23.1,0.0,0,1,0
14-45-52,10.151,752.32,-6.14,-246,0.0,28.9,0.0,0,1,0
14-45-58,10.151,556.22,-6.13,-246,1.4,0.0,0.0,1,0,0
14-46-04,10.151,334.86,-6.13,-246,0.0,1.2,0.0,0,1,0
14-46-09,10.152,460.65,-6.13,-246,0.0,7.0,0.0,0,1,0
14-46-15,10.151,549.99,-6.14,-246,0.0,12.8,0.0,0,1,0
14-46-21,10.151,628.37,-6.14,-246,0.0,18.6,0.0,0,1,0
14-46-27,10.152,701.04,-6.13,-246,0.0,24.4,0.0,0,1,0
14-46-33,10.150,768.28,-6.14,-246,0.0,30.2,0.0,0,1,0
14-46-38,10.151,467.34,-6.13,-246,2.6,0.0,0.0,1,0,0
14-46-44,10.151,372.41,-6.14,-246,0.0,2.3,0.0,0,1,0
14-46-50,10.151,484.11,-6.14,-246,0.0,8.1,0.0,0,1,0
14-46-56,10.151,569.97,-6.13,-246,0.0,13.9,0.0,0,1,0
14-47-02,10.152,646.53,-6.13,-246,0.0,19.7,0.0,0,1,0
14-47-08,10.152,717.80,-6.14,-247,0.0,25.6,0.0,0,1,0
14-47-13,10.151,783.96,-6.13,-246,0.0,31.4,0.0,0,1,0
14-47-19,10.151,388.96,-6.13,-246,4.1,0.0,0.0,1,0,0
14-47-25,10.152,406.96,-6.13,-246,0.0,3.8,0.0,0,1,0
14-47-31,10.152,508.29,-6.14,-246,0.0,9.6,0.0,0,1,0
14-47-37,10.151,591.05,-6.14,-246,0.0,15.5,0.0,0,1,0
14-47-42,10.152,666.53,-6.14,-246,0.0,21.3,0.0,0,1,0
14-47-48,10.152,736.09,-6.13,-246,0.0,27.1,0.0,0,1,0
14-47-54,10.152,801.32,-6.13,-246,0.0,32.9,0.0,0,1,0
14-48-00,10.151,321.28,-6.13,-246,5.7,0.0,0.0,1,0,0
14-48-06,10.152,439.79,-6.14,-246,0.0,5.5,0.0,0,1,0
14-48-11,10.152,533.48,-6.13,-246,0.0,11.3,0.0,0,1,0
14-48-17,10.152,613.46,-6.13,-246,0.0,17.1,0.0,0,1,0
14-48-23,10.151,686.93,-6.14,-246,0.0,22.9,0.0,0,1,0
14-48-29,10.151,755.65,-6.13,-246,0.0,28.7,0.0,0,1,0
14-48-35,10.151,542.66,-6.14,-246,1.5,0.0,0.0,1,0,0
14-48-40,10.152,343.55,-6.13,-246,0.0,1.3,0.0,0,1,0
14-48-46,10.152,469.61,-6.14,-246,0.0,7.1,0.0,0,1,0
14-48-52,10.151,557.86,-6.13,-246,0.0,12.9,0.0,0,1,0
14-48-58,10.151,635.81,-6.14,-246,0.0,18.7,0.0,0,1,0
14-49-04,10.151,708.39,-6.13,-246,0.0,24.5,0.0,0,1,0
14-49-10,10.151,775.57,-6.14,-246,0.0,30.3,0.0,0,1,0
14-49-15,10.152,423.02,-6.14,-245,3.4,0.0,0.0,1,0,0
14-49-21,10.151,393.34,-6.13,-246,0.0,3.1,0.0,0,1,0
14-49-27,10.152,499.52,-6.14,-246,0.0,8.9,0.0,0,1,0
14-49-33,10.151,583.53,-6.13,-246,0.0,14.8,0.0,0,1,0
14-49-39,10.151,659.58,-6.14,-246,0.0,20.6,0.0,0,1,0
14-49-44,10.151,730.67,-6.13,-246,0.0,26.4,0.0,0,1,0
14-49-50,10.151,796.27,-6.13,-246,0.0,32.2,0.0,0,1,0
14-49-56,10.151,340.51,-6.13,-246,5.1,0.0,0.0,1,0,0
14-50-02,10.151,432.32,-6.14,-246,0.0,5.0,0.0,0,1,0
14-50-08,10.151,528.25,-6.14,-246,0.0,10.8,0.0,0,1,0
14-50-13,10.151,608.75,-6.14,-246,0.0,16.6,0.0,0,1,0
14-50-19,10.151,682.99,-6.14,-247,0.0,22.4,0.0,0,1,0
14-50-25,10.151,752.24,-6.14,-246,0.0,28.2,0.0,0,1,0
14-50-31,10.150,567.71,-6.14,-246,1.2,0.0,0.0,1,0,0
14-50-37,10.150,334.56,-6.14,-246,0.0,0.9,0.0,0,1,0
