Time Stamp,10 Torr (AI0),1000 Torr (AI1),0-25% o2 (AI2),1000ppm O2 (AI3),Vac Sol Timer,Gas Sol Timer,O2 Sens Timer,Vac Sol State,Gas Sol State,O2 Sens Pwr
13-39-29,10.151,764.70,-6.14,-246,0.0,0.0,0.0,0,0,0
13-39-34,10.151,632.63,-6.14,-246,0.8,0.0,0.0,1,0,0
13-39-40,10.151,311.31,-6.13,-246,6.6,0.0,0.0,0,1,0
13-39-46,10.151,425.78,-6.14,-246,0.0,5.8,0.0,0,1,0
13-39-52,10.152,515.62,-6.13,-246,0.0,11.6,0.0,0,1,0
13-39-58,10.151,594.96,-6.13,-246,0.0,17.4,0.0,0,1,0
13-40-03,10.152,666.54,-6.13,-246,0.0,23.2,0.0,0,1,0
13-40-09,10.151,732.15,-6.13,-246,0.0,29.1,0.0,0,1,0
13-40-15,10.151,369.80,-6.13,-246,3.8,0.0,0.0,1,0,0
13-40-21,10.151,404.89,-6.14,-246,0.0,4.5,0.0,0,1,0
13-40-27,10.150,499.72,-6.14,-246,0.0,10.3,0.0,0,1,0
13-40-32,10.152,581.40,-6.14,-246,0.0,16.2,0.0,0,1,0
13-40-38,10.151,653.76,-6.14,-246,0.0,22.0,0.0,0,1,0
13-40-44,10.150,718.62,-6.14,-246,0.0,27.8,0.0,0,1,0
13-40-50,10.151,442.92,-6.14,-246,2.6,0.0,0.0,1,0,0
13-40-56,10.151,373.02,-6.14,-246,0.0,2.9,0.0,0,1,0
13-41-01,10.151,475.10,-6.13,-246,0.0,8.7,0.0,0,1,0
13-41-07,10.151,557.17,-6.13,-246,0.0,14.5,0.0,0,1,0
13-41-13,10.151,629.60,-6.13,-246,0.0,20.3,0.0,0,1,0
13-41-19,10.151,696.46,-6.13,-246,0.0,26.2,0.0,0,1,0
13-41-25,10.151,586.21,-6.13,-246,0.6,0.0,0.0,1,0,0
13-41-31,10.150,326.64,-6.13,-246,0.0,0.9,0.0,0,1,0
13-41-36,10.151,449.07,-6.14,-246,0.0,6.7,0.0,0,1,0
13-41-42,10.151,534.39,-6.14,-246,0.0,12.5,0.0,0,1,0
13-41-48,10.151,608.36,-6.14,-246,0.0,18.4,0.0,0,1,0
13-41-54,10.151,676.54,-6.13,-246,0.0,24.2,0.0,0,1,0
13-42-00,10.152,740.24,-6.14,-246,0.0,30.0,0.0,0,1,0
13-42-05,10.150,337.12,-6.13,-246,4.6,0.0,0.0,1,0,0
13-42-11,10.151,421.77,-6.14,-246,0.0,5.0,0.0,0,1,0
13-42-17,10.151,512.52,-6.14,-246,0.0,10.8,0.0,0,1,0
13-42-23,10.151,588.77,-6.13,-246,0.0,16.6,0.0,0,1,0
13-42-29,10.151,658.09,-6.14,-246,0.0,22.4,0.0,0,1,0
13-42-34,10.152,723.28,-6.14,-246,0.0,28.2,0.0,0,1,0
13-42-40,10.150,408.54,-6.14,-246,3.0,0.0,0.0,1,0,0
13-42-46,10.152,392.74,-6.14,-246,0.0,3.5,0.0,0,1,0
13-42-52,10.151,491.29,-6.13,-246,0.0,9.3,0.0,0,1,0
13-42-58,10.151,569.67,-6.13,-246,0.0,15.1,0.0,0,1,0
13-43-04,10.151,641.00,-6.14,-246,0.0,20.9,0.0,0,1,0
13-43-09,10.151,707.26,-6.13,-246,0.0,26.7,0.0,0,1,0
13-43-15,10.152,506.85,-6.13,-246,1.5,0.0,0.0,1,0,0
13-43-21,10.152,357.13,-6.14,-246,0.0,1.9,0.0,0,1,0
13-43-27,10.151,468.51,-6.13,-246,0.0,7.7,0.0,0,1,0
13-43-33,10.152,550.58,-6.14,-246,0.0,13.5,0.0,0,1,0
13-43-38,10.152,623.37,-6.13,-246,0.0,19.3,0.0,0,1,0
13-43-44,10.151,691.07,-6.14,-246,0.0,25.1,0.0,0,1,0
13-43-50,10.151,754.15,-6.14,-246,0.1,0.0,0.0,1,0,0
13-43-56,10.151,314.22,-6.13,-246,0.0,0.6,0.0,0,1,0
13-44-02,10.151,447.40,-6.13,-246,0.0,6.4,0.0,0,1,0
13-44-07,10.151,533.10,-6.14,-246,0.0,12.2,0.0,0,1,0
13-44-13,10.150,607.51,-6.14,-246,0.0,18.0,0.0,0,1,0
13-44-19,10.151,676.02,-6.14,-246,0.0,23.8,0.0,0,1,0
13-44-25,10.152,740.28,-6.14,-246,0.0,29.6,0.0,0,1,0
13-44-31,10.150,338.26,-6.14,-245,4.5,0.0,0.0,1,0,0
13-44-36,10.151,424.28,-6.13,-245,0.0,5.0,0.0,0,1,0
13-44-42,10.152,515.22,-6.13,-246,0.0,10.8,0.0,0,1,0
13-44-48,10.152,591.04,-6.14,-246,0.0,16.6,0.0,0,1,0
13-44-54,10.152,661.07,-6.13,-246,0.0,22.4,0.0,0,1,0
13-45-00,10.151,726.50,-6.14,-246,0.0,28.2,0.0,0,1,0
13-45-06,10.151,402.41,-6.13,-246,3.1,0.0,0.0,1,0,0
13-45-11,10.152,398.57,-6.14,-246,0.0,3.6,0.0,0,1,0
13-45-17,10.151,496.51,-6.14,-246,0.0,9.4,0.0,0,1,0
13-45-23,10.151,574.48,-6.14,-246,0.0,15.2,0.0,0,1,0
13-45-29,10.150,645.40,-6.13,-246,0.0,20.9,0.0,0,1,0
13-45-34,10.150,711.47,-6.14,-246,0.0,26.7,0.0,0,1,0
13-45-40,10.150,480.23,-6.14,-246,1.9,0.0,0.0,1,0,0
13-45-46,10.151,367.78,-6.14,-246,0.0,2.2,0.0,0,1,0
13-45-52,10.151,475.87,-6.14,-246,0.0,8.0,0.0,0,1,0
13-45-58,10.151,557.04,-6.13,-246,0.0,13.8,0.0,0,1,0
13-46-03,10.152,629.49,-6.14,-246,0.0,19.6,0.0,0,1,0
