Time Stamp,10 Torr (AI0),1000 Torr (AI1),0-25% o2 (AI2),1000ppm O2 (AI3),Vac Sol Timer,Gas Sol Timer,O2 Sens Timer,Vac Sol State,Gas Sol State,O2 Sens Pwr
14-12-41,10.151,449.46,-6.13,-246,3.4,0.0,0.0,1,0,0
14-12-47,10.152,359.32,-6.13,-246,0.0,2.6,0.0,0,1,0
14-12-52,10.151,463.02,-6.13,-246,0.0,8.4,0.0,0,1,0
14-12-58,10.151,550.36,-6.14,-246,0.0,14.2,0.0,0,1,0
14-13-04,10.151,629.02,-6.14,-246,0.0,20.0,0.0,0,1,0
14-13-10,10.151,700.56,-6.14,-246,0.0,25.8,0.0,0,1,0
14-13-16,10.151,766.91,-6.14,-246,0.0,31.6,0.0,0,1,0
14-13-21,10.151,827.58,-6.14,-246,0.0,37.4,0.0,0,1,0
14-13-27,10.152,348.80,-6.13,-246,5.2,0.0,0.0,1,0,0
14-13-33,10.153,412.39,-6.14,-246,0.0,4.8,0.0,0,1,0
14-13-39,10.151,508.87,-6.13,-246,0.0,10.6,0.0,0,1,0
14-13-45,10.152,592.40,-6.14,-246,0.0,16.4,0.0,0,1,0
14-13-50,10.151,666.48,-6.13,-246,0.0,22.2,0.0,0,1,0
14-13-56,10.151,733.18,-6.14,-246,0.0,28.0,0.0,0,1,0
14-14-02,10.151,795.83,-6.14,-246,0.0,33.8,0.0,0,1,0
14-14-08,10.151,525.13,-6.14,-246,2.1,0.0,0.0,1,0,0
14-14-14,10.151,351.60,-6.14,-246,0.0,1.6,0.0,0,1,0
14-14-20,10.151,467.62,-6.13,-246,0.0,7.4,0.0,0,1,0
14-14-25,10.151,555.01,-6.14,-246,0.0,13.3,0.0,0,1,0
14-14-31,10.151,630.71,-6.14,-246,0.0,19.1,0.0,0,1,0
14-14-37,10.151,700.24,-6.14,-246,0.0,24.9,0.0,0,1,0
14-14-43,10.151,765.34,-6.14,-246,0.0,30.7,0.0,0,1,0
14-14-49,10.152,825.18,-6.13,-246,0.0,36.5,0.0,0,1,0
14-14-54,10.151,363.22,-6.14,-246,4.9,0.0,0.0,1,0,0
14-15-00,10.151,409.47,-6.13,-246,0.0,4.3,0.0,0,1,0
14-15-06,10.151,506.25,-6.14,-246,0.0,10.1,0.0,0,1,0
14-15-12,10.152,586.16,-6.14,-246,0.0,15.9,0.0,0,1,0
14-15-18,10.151,659.08,-6.14,-246,0.0,21.7,0.0,0,1,0
14-15-23,10.152,726.48,-6.13,-246,0.0,27.5,0.0,0,1,0
14-15-29,10.150,789.56,-6.14,-246,0.0,33.3,0.0,0,1,0
14-15-35,10.151,558.33,-6.13,-246,1.5,0.0,0.0,1,0,0
14-15-41,10.151,327.55,-6.14,-246,0.0,0.9,0.0,0,1,0
14-15-47,10.151,455.18,-6.13,-246,0.0,6.7,0.0,0,1,0
14-15-53,10.151,542.39,-6.13,-246,0.0,12.5,0.0,0,1,0
14-15-58,10.152,618.36,-6.13,-246,0.0,18.4,0.0,0,1,0
14-16-04,10.151,688.90,-6.14,-246,0.0,24.2,0.0,0,1,0
14-16-10,10.152,754.63,-6.14,-246,0.0,30.0,0.0,0,1,0
14-16-16,10.151,815.38,-6.14,-246,0.0,35.8,0.0,0,1,0
14-16-22,10.152,404.77,-6.14,-246,3.9,0.0,0.0,1,0,0
14-16-27,10.151,394.40,-6.13,-246,0.0,3.4,0.0,0,1,0
14-16-33,10.150,495.95,-6.14,-246,0.0,9.2,0.0,0,1,0
14-16-39,10.151,576.99,-6.14,-247,0.0,15.0,0.0,0,1,0
14-16-45,10.151,650.48,-6.14,-246,0.0,20.8,0.0,0,1,0
